2018,10mE401832N328626,2494686,1,5000.0
2018,10mE401855N329204,2480242,1,5000.0
2018,10mE401856N328589,2490266,1,5000.0
2018,10mE401868N329051,2494686,1,5000.0
2018,10mE401888N328568,2481819,1,5000.0
2018,10mE401894N329338,2480242,1,5000.0
2018,10mE401922N329050,2481714,1,5000.0
2018,10mE401923N329214,2480242,1,5000.0
2018,10mE401964N328925,9515886,1,5000.0
2018,10mE401974N329334,9809229,1,5000.0
2018,10mE401982N328790,2480242,1,5000.0
2018,10mE401983N328426,9616058,1,5000.0
2018,10mE401989N330419,2490266,1,5000.0
2018,10mE402011N329126,2480242,1,5000.0
2018,10mE402012N329099,2480242,1,5000.0
2018,10mE402021N328708,2494686,1,5000.0
2018,10mE402025N328842,9515886,1,5000.0
2018,10mE402026N328298,2494686,1,5000.0
2018,10mE402026N328772,2481819,1,5000.0
2018,10mE402038N328328,9616058,1,5000.0
2018,10mE402095N328773,2480242,1,5000.0
2018,10mE402104N330284,9701857,1,5000.0
2018,10mE402114N328144,9616058,1,5000.0
2018,10mE402128N329326,2480242,1,5000.0
2018,10mE402137N330270,2481685,1,5000.0
2018,10mE402140N330114,2480242,1,5000.0
2018,10mE402145N328687,2494686,1,5000.0
2018,10mE402154N329532,2480242,1,5000.0
2018,10mE402180N328771,2490266,1,5000.0
2018,10mE402185N330118,2490266,1,5000.0
2018,10mE402185N330621,8077224,1,5000.0
2018,10mE402186N329477,2481714,1,5000.0
2018,10mE402189N328134,2490266,1,5000.0
2018,10mE402192N329407,2494686,1,5000.0
2018,10mE402195N328882,2494686,1,5000.0
2018,10mE402208N329016,8332393,1,5000.0
2018,10mE402217N329046,2490266,1,5000.0
2018,10mE402222N330645,2490266,1,5000.0
2018,10mE402229N328907,2494686,1,5000.0
2018,10mE402233N328719,2480242,1,5000.0
2018,10mE402234N330535,2481819,1,5000.0
2018,10mE402237N328512,2494686,1,5000.0
2018,10mE402242N328135,2494686,1,5000.0
2018,10mE402243N329137,2494686,1,5000.0
2018,10mE402244N328574,2492943,1,5000.0
2018,10mE402255N328863,9616058,1,5000.0
2018,10mE402257N330472,2481685,1,5000.0
2018,10mE402262N328526,2494686,1,5000.0
2018,10mE402269N329274,9809229,1,1000.0
2018,10mE402271N328242,2490266,1,5000.0
2018,10mE402273N329897,2490266,1,5000.0
2018,10mE402279N329969,2481819,1,5000.0
2018,10mE402284N328876,2480242,1,5000.0
2018,10mE402286N329227,2490266,1,1000.0
2018,10mE402288N330633,9809229,1,5000.0
2018,10mE402296N329448,5231198,1,5000.0
2018,10mE402303N329417,7788295,1,5000.0
2018,10mE402308N328969,9616058,1,5000.0
2018,10mE402330N330836,2480242,1,5000.0
2018,10mE402333N328281,2494686,1,5000.0
2018,10mE402344N329839,2480242,1,5000.0
2018,10mE402346N329061,2481714,1,5000.0
2018,10mE402348N328441,2494686,1,5000.0
2018,10mE402350N328284,2490774,1,5000.0
2018,10mE402356N329474,2480242,1,5000.0
2018,10mE402361N330104,2480242,1,5000.0
2018,10mE402363N328758,2490774,1,5000.0
2018,10mE402375N328918,2480242,1,5000.0
2018,10mE402376N328734,2494686,1,5000.0
2018,10mE402382N329789,2490266,1,5000.0
2018,10mE402392N329263,9701857,1,1000.0
2018,10mE402397N329281,9515886,1,1000.0
2018,10mE402401N328206,9616058,1,5000.0
2018,10mE402404N328456,9616058,1,5000.0
2018,10mE402410N329260,9515886,1,1000.0
2018,10mE402419N328821,2492943,1,5000.0
2018,10mE402419N328874,9616058,1,5000.0
2018,10mE402419N329253,9809229,1,1000.0
2018,10mE402423N328288,2494686,1,5000.0
2018,10mE402429N328952,2490266,1,5000.0
2018,10mE402450N329351,7788295,1,5000.0
2018,10mE402451N328540,2480242,1,1000.0
2018,10mE402460N330516,2481819,1,5000.0
2018,10mE402461N330267,9515886,1,61.0
2018,10mE402471N328482,9701857,1,1000.0
2018,10mE402483N328671,9616058,1,5000.0
2018,10mE402489N330139,8250742,1,5000.0
2018,10mE402498N328896,2494686,1,5000.0
2018,10mE402501N328612,2490266,1,1000.0
2018,10mE402523N329161,2494686,1,5000.0
2018,10mE402524N328843,2481714,1,5000.0
2018,10mE402528N328287,2494686,1,5000.0
2018,10mE402538N328330,9616058,1,5000.0
2018,10mE402540N330062,9701857,1,5000.0
2018,10mE402549N328510,2494686,1,5000.0
2018,10mE402564N329066,2494686,1,5000.0
2018,10mE402565N328699,9616058,1,5000.0
2018,10mE402566N328776,2481819,1,5000.0
2018,10mE402568N330105,2481685,1,5000.0
2018,10mE402575N329468,7788295,1,5000.0
2018,10mE402576N328908,9616058,1,5000.0
2018,10mE402580N328786,2481819,1,5000.0
2018,10mE402582N330122,2480242,1,5000.0
2018,10mE402583N330014,2494686,1,5000.0
2018,10mE402588N328689,9616058,1,5000.0
2018,10mE402588N329467,7788295,1,5000.0
2018,10mE402593N328561,2480242,1,1000.0
2018,10mE402593N329287,2480242,1,5000.0
2018,10mE402601N329347,2481819,1,5000.0
2018,10mE402609N328677,2481819,1,1000.0
2018,10mE402615N329272,2480242,1,5000.0
2018,10mE402619N328793,2494686,1,5000.0
2018,10mE402628N329189,9616058,1,5000.0
2018,10mE402631N328821,2480242,1,5000.0
2018,10mE402632N329945,8077224,1,5000.0
2018,10mE402636N328545,2494686,1,1000.0
2018,10mE402636N329517,2494686,1,5000.0
2018,10mE402641N330308,2481714,1,5000.0
2018,10mE402642N328601,9809229,1,1000.0
2018,10mE402643N328782,9616058,1,5000.0
2018,10mE402648N328619,7788295,1,1000.0
2018,10mE402651N328748,9616058,1,5000.0
2018,10mE402653N330261,7788295,1,5000.0
2018,10mE402656N329956,2481685,1,5000.0
2018,10mE402658N328740,9616058,1,5000.0
2018,10mE402660N328502,2490774,1,5000.0
2018,10mE402664N329096,2480242,1,5000.0
2018,10mE402671N330206,2481685,1,5000.0
2018,10mE402677N329054,2490774,1,5000.0
2018,10mE402693N329226,2494686,1,5000.0
2018,10mE402723N329293,2494686,1,5000.0
2018,10mE402725N330565,8077224,1,5000.0
2018,10mE402729N329350,2494686,1,5000.0
2018,10mE402737N328274,9616058,1,5000.0
2018,10mE402739N330473,8077224,1,5000.0
2018,10mE402744N330579,8250742,1,5000.0
2018,10mE402749N329481,5231198,1,5000.0
2018,10mE402752N328734,2490266,1,5000.0
2018,10mE402754N328572,9616058,1,5000.0
2018,10mE402756N328754,2494686,1,5000.0
2018,10mE402774N329138,9616058,1,5000.0
2018,10mE402776N330442,2481714,1,5000.0
2018,10mE402780N330165,2480242,1,5000.0
2018,10mE402790N329257,9616058,1,5000.0
2018,10mE402806N328383,9701857,1,5000.0
2018,10mE402835N328792,9616058,1,5000.0
2018,10mE402876N328940,9616058,1,5000.0
2018,10mE402877N331184,9616058,1,5000.0
2018,10mE402888N330063,9701857,1,5000.0
2018,10mE402897N328443,2481819,1,5000.0
2018,10mE402902N329154,2481714,1,5000.0
2018,10mE402916N330962,9616058,1,5000.0
2018,10mE402917N328321,2490266,1,5000.0
2018,10mE402921N330696,9616058,1,5000.0
2018,10mE402922N329078,5231198,1,5000.0
2018,10mE402923N329049,2480242,1,5000.0
2018,10mE402923N329283,9616058,1,5000.0
